Sn.No,Diary Phase,HH ID,Were you able to get in contact with the customer? ,3. What fuel was used?,3. What fuel was used?/Electricity,3. What fuel was used?/LPG,3. What fuel was used?/Kerosene,3. What fuel was used?/Charcoal,3. What fuel was used?/Firewood,3. What fuel was used?/Other,Please specify:,"4. What time did you start with any cooking activities? (lighting a fire, chopping vetables)",How much LPG was there before cooking (kg)?,How much kerosene was there before cooking (Litre)?,How much charcoal was there before cooking (kg)?,How much firewood was there before cooking (kg)?,How much other fuel was there before cooking (kg)?,How much LPG was there after cooking (kg)?,How much kerosene was there after cooking (Litre)?,How much charcoal was there after cooking (kg)?,How much firewood was there after cooking (kg)?,How much other fuel was there after cooking (kg)?,How long did it take to start the CHARCOAL fire? (mins),How long did it take to start the WOOD fire? (mins),Was any Charcoal saved for later?,Was any Firewood saved for later?,7. Gender of the cook:,8. Reason for cooking,8. Reason for cooking/Breakfast,8. Reason for cooking/Lunch,8. Reason for cooking/Supper,8. Reason for cooking/Snack,8. Reason for cooking/Food for baby,8. Reason for cooking/Water heating,8. Reason for cooking/Other,Please specify:,How many people were catered for?,9. Adults:,10. Children:,11. Did any food not require cooking?,Please specify:,12. How many dishes were cooked?,13. How many times was water heated?,1a) Which dish was prepared?,Please specify:,1b) What was used?,Please specify:,1c) What was used?,1c) What was used?/Sufuria big,1c) What was used?/Sufuria medium,1c) What was used?/Sufuria small,1c) What was used?/Frying pan,1c) What was used?/Kettle,1c) What was used?/Other,Please specify:,1e) Was a lid used?,1f) Fresh or reheated?,1g) Saving for later?,What time did you start cooking dish 1?,What was the meter reading before cooking?,What time did you finish cooking dish 1?,What was the meter reading after cooking?,2a) Which dish was prepared?,Please specify:,2b) What was used?,Please specify:,2c) What was used?,2c) What was used?/Sufuria big,2c) What was used?/Sufuria medium,2c) What was used?/Sufuria small,2c) What was used?/Frying pan,2c) What was used?/Kettle,2c) What was used?/Other,Please specify:,2e) Was a lid used?,2f) Fresh or reheated?,2g) Saving for later?,What time did you start cooking dish 2?,What was the meter reading before cooking?,What time did you finish cooking dish 2?,What was the meter reading after cooking?,3a) Which dish was prepared?,Please specify:,3b) What was used?,Please specify:,3c) What was used?,3c) What was used?/Sufuria big,3c) What was used?/Sufuria medium,3c) What was used?/Sufuria small,3c) What was used?/Frying pan,3c) What was used?/Kettle,3c) What was used?/Other,Please specify:,3e) Was a lid used?,3f) Fresh or reheated?,3g) Saving for later?,What time did you start cooking dish 3?,What was the meter reading before cooking?,What time did you finish cooking dish 3?,What was the meter reading after cooking?,4a) Which dish was prepared?,Please specify:,4b) What was used?,Please specify:,4c) What was used?,4c) What was used?/Sufuria big,4c) What was used?/Sufuria medium,4c) What was used?/Sufuria small,4c) What was used?/Frying pan,4c) What was used?/Kettle,4c) What was used?/Other,Please specify:,4e) Was a lid used?,4f) Fresh or reheated?,4g) Saving for later?,What time did you start cooking dish 4?,What was the meter reading before cooking?,What time did you finish cooking dish 4?,What was the meter reading after cooking?,5a) Which dish was prepared?,Please specify:,5b) What was used?,Please specify:,5c) What was used?,5c) What was used?/Sufuria big,5c) What was used?/Sufuria medium,5c) What was used?/Sufuria small,5c) What was used?/Frying pan,5c) What was used?/Kettle,5c) What was used?/Other,Please specify:,5e) Was a lid used?,5f) Fresh or reheated?,5g) Saving for later?,What time did you start cooking dish 5?,What was the meter reading before cooking?,What time did you finish cooking dish 5?,What was the meter reading after cooking?,6a) Why was the water heated?,Please specify:,6b) What was used?,Please specify:,6c) What was used?,6c) What was used?/Sufuria big,6c) What was used?/Sufuria medium,6c) What was used?/Sufuria small,6c) What was used?/Frying pan,6c) What was used?/Kettle,6c) What was used?/Other,Please specify:,6d) Was a lid used?,6e) How cold was the water/milk before heating?,6f) Saving for later (thermos)?,What time did you start heating the water 1?,What was the meter reading before cooking?,What time did you finish heating the water 1?,What was the meter reading after cooking?,7a) Why was the water heated?,Please specify:,7b) What was used?,Please specify:,7c) What was used?,7c) What was used?/Sufuria big,7c) What was used?/Sufuria medium,7c) What was used?/Sufuria small,7c) What was used?/Frying pan,7c) What was used?/Kettle,7c) What was used?/Other,Please specify:,7d) Was a lid used?,7e) How cold was the water/milk before heating?,7f) Saving for later (thermos)?,What time did you start heating the water 2?,What was the meter reading before cooking?,What time did you finish heating the water 2?,What was the meter reading after cooking?,What time did you finish all the cooking activities for the meal?,,,,,,,
2468,Intensive - 2 Wks,758153518,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:30:00.000+03:00,,21:20:00.000+03:00,,"Soup (goat, beef, fish)",,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:30:00.000+03:00,,20:25:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:20:00.000+03:00,,,,,,,
2469,Intensive - 2 Wks,758153518,Yes,LPG,0,1,0,0,0,0,,19:00:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:00:00.000+03:00,,20:45:00.000+03:00,,"Soup (goat, beef, fish)",,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:05:00.000+03:00,,20:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:45:00.000+03:00,,,,,,,
2470,Intensive - 2 Wks,701756680,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,1,1,Other,Irish,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:00:00.000+03:00,,21:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Gas stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,19:30:00.000+03:00,,20:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
2471,Intensive - 2 Wks,701756680,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,1,0,Other,Katogo ( matoke mixed with gnuts ),Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:31:00.000+03:00,,20:45:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:45:00.000+03:00,,,,,,,
2472,Intensive - 2 Wks,701756680,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,1,0,Other,Irish,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:35:00.000+03:00,,20:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:30:00.000+03:00,,,,,,,
2473,Intensive - 2 Wks,701756680,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:35:00.000+03:00,,21:15:00.000+03:00,,Other,Peas,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:30:00.000+03:00,,20:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:15:00.000+03:00,,,,,,,
2474,Intensive - 2 Wks,701756680,Yes,LPG,0,1,0,0,0,0,,19:40:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:50:00.000+03:00,,21:30:00.000+03:00,,"Soup (goat, beef, fish)",,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:45:00.000+03:00,,20:45:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:30:00.000+03:00,,,,,,,
2475,Intensive - 2 Wks,701756680,Yes,LPG,0,1,0,0,0,0,,19:50:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,1,1,Other,Irish ,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:55:00.000+03:00,,21:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Gas stove,,Sufuria small,0,0,1,0,0,0,,No,Fresh,None,21:05:00.000+03:00,,21:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:30:00.000+03:00,,,,,,,
2476,Intensive - 2 Wks,701756680,Yes,LPG Electricity,1,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:05:00.000+03:00,,21:00:00.000+03:00,,"Soup (goat, beef, fish)",,Electric pressure cooker,,,,,,,,,,,Fresh,Preparing meal in advance,20:16:00.000+03:00,19,21:12:00.000+03:00,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:12:00.000+03:00,,,,,,,
2477,Intensive - 2 Wks,701756680,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,2,0,Other,Macrons,Gas stove,,Sufuria small,0,0,1,0,0,0,,No,Fresh,None,19:35:00.000+03:00,,20:10:00.000+03:00,,Other,Fried eggs,Gas stove,,Frying pan,0,0,0,1,0,0,,No,Fresh,None,20:15:00.000+03:00,,20:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:30:00.000+03:00,,,,,,,
2478,Intensive - 2 Wks,701756680,Yes,LPG Electricity,1,1,0,0,0,0,,19:50:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:20:00.000+03:00,,21:15:00.000+03:00,,Beans,,Electric pressure cooker,,,,,,,,,,,Fresh,None,19:55:00.000+03:00,14,20:40:00.000+03:00,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:15:00.000+03:00,,,,,,,
2479,Intensive - 2 Wks,701756680,Yes,LPG,0,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:05:00.000+03:00,,21:00:00.000+03:00,,"Soup (goat, beef, fish)",,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,21:00:00.000+03:00,,21:35:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:35:00.000+03:00,,,,,,,
2480,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:35:00.000+03:00,,20:30:00.000+03:00,,"Soup (goat, beef, fish)",,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:38:00.000+03:00,,21:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:30:00.000+03:00,,,,,,,
2481,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,19:40:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,1,0,Other,Katogo ( matoke mixed with gnuts ),Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:45:00.000+03:00,,20:55:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:55:00.000+03:00,,,,,,,
2482,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,19:50:00.000+03:00,3,,,,,2,,,,,,,,,Female,Supper,0,0,1,0,0,0,0,,,2,1,No,,1,0,Other,Katogo ( matooke mixed with gnuts ),Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:55:00.000+03:00,,21:15:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:15:00.000+03:00,,,,,,,
2483,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,2,0,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:00:00.000+03:00,,20:45:00.000+03:00,,Beans,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Reheated,Preparing meal in advance,20:45:00.000+03:00,,21:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
2484,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,1,0,Other,Irish,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:05:00.000+03:00,,21:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
2485,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,1,0,Other,Katogo ( matoke mixed with gnuts ),Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:00:00.000+03:00,,21:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
2486,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,2,0,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:00:00.000+03:00,,21:00:00.000+03:00,,Other,Silver fish,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,21:05:00.000+03:00,,21:40:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:40:00.000+03:00,,,,,,,
2487,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,2,1,Other,Macrons,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:00:00.000+03:00,,20:50:00.000+03:00,,Other,Fried eggs,Gas stove,,Frying pan,0,0,0,1,0,0,,No,Fresh,None,20:55:00.000+03:00,,21:05:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Gas stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,None,21:05:00.000+03:00,,21:35:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:35:00.000+03:00,,,,,,,
2488,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,19:20:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,2,0,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:55:00.000+03:00,,21:45:00.000+03:00,,Beans,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:25:00.000+03:00,,20:50:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:45:00.000+03:00,,,,,,,
2489,Intensive - 2 Wks,701756118,Yes,LPG,0,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,1,0,Other,Katogo ( matoke mixed with gnuts ),Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:00:00.000+03:00,,21:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
2490,Intensive - 2 Wks,759361131,Yes,LPG,0,1,0,0,0,0,,19:40:00.000+03:00,2,,,,,1,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,1,0,Other,Katogo ( matoke mixed with gnuts ?,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,19:45:00.000+03:00,,20:40:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:40:00.000+03:00,,,,,,,
2491,Intensive - 2 Wks,759361131,Yes,LPG Electricity,1,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,2,0,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:15:00.000+03:00,,21:05:00.000+03:00,,Beans,,Electric pressure cooker,,,,,,,,,,,Fresh,None,07:35:00.000+03:00,14,20:35:00.000+03:00,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:05:00.000+03:00,,,,,,,
2492,Intensive - 2 Wks,759361131,Yes,LPG,0,1,0,0,0,0,,19:45:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,1,No,,2,0,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,19:50:00.000+03:00,,20:55:00.000+03:00,,Other,Cabbage,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:55:00.000+03:00,,21:20:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:20:00.000+03:00,,,,,,,
2493,Intensive - 2 Wks,759361131,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,2,0,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,19:30:00.000+03:00,,20:25:00.000+03:00,,Other,Silver fish,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:30:00.000+03:00,,20:55:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20:55:00.000+03:00,,,,,,,
2494,Intensive - 2 Wks,759361131,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:40:00.000+03:00,,21:25:00.000+03:00,,"Soup (goat, beef, fish)",,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,19:30:00.000+03:00,,20:35:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:25:00.000+03:00,,,,,,,
2495,Intensive - 2 Wks,759361131,Yes,LPG,0,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,1,No,,1,0,Other,Irish,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,19:35:00.000+03:00,,21:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
2496,Intensive - 2 Wks,759361131,Yes,LPG,0,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,1,No,,1,0,Other,Irish,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:05:00.000+03:00,,21:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
2497,Intensive - 2 Wks,759361131,Yes,LPG Electricity,1,1,0,0,0,0,,19:30:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,2,0,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:45:00.000+03:00,,21:15:00.000+03:00,,Beans,,Electric pressure cooker,,,,,,,,,,,Fresh,None,19:35:00.000+03:00,13,20:40:00.000+03:00,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:15:00.000+03:00,,,,,,,
2498,Intensive - 2 Wks,759361131,Yes,LPG,0,1,0,0,0,0,,20:00:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,3,0,No,,2,0,Rice,,Gas stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,20:05:00.000+03:00,,21:00:00.000+03:00,,Leafy veg,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,21:05:00.000+03:00,,21:25:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:25:00.000+03:00,,,,,,,
2499,Intensive - 2 Wks,759361131,Yes,LPG Electricity,1,1,0,0,0,0,,19:40:00.000+03:00,3,,,,,2,,,,,,,,,Male,Supper,0,0,1,0,0,0,0,,,1,0,No,,2,0,Rice,,Gas stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,None,20:50:00.000+03:00,,21:25:00.000+03:00,,Beans,,Electric pressure cooker,,,,,,,,,,,Fresh,None,19:45:00.000+03:00,18,20:45:00.000+03:00,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:25:00.000+03:00,,,,,,,
2500,Intensive - 2 Wks,759401212,Yes,Other,0,0,0,0,0,1,Zero,12:28:00.000+03:00,,,,,2,,,,,1,,,,,Male,Other,0,0,0,0,0,0,1,Zero,,1,0,No,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30:00.000+03:00,,,,,,,
2501,Intensive - 2 Wks,759401212,Yes,Other,0,0,0,0,0,1,Zero,13:25:00.000+03:00,,,,,2,,,,,1,,,,,Male,Other,0,0,0,0,0,0,1,Zero,,1,0,No,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:26:00.000+03:00,,,,,,,
