,Diary Phase,HH ID,Were you able to get in contact with the customer? ,3. What fuel was used?,3. What fuel was used?/Electricity,3. What fuel was used?/LPG,3. What fuel was used?/Kerosene,3. What fuel was used?/Charcoal,3. What fuel was used?/Firewood,3. What fuel was used?/Other,Please specify:,"4. What time did you start with any cooking activities? (lighting a fire, chopping vetables)",How much LPG was there before cooking (kg)?,How much kerosene was there before cooking (Litre)?,How much charcoal was there before cooking (kg)?,How much firewood was there before cooking (kg)?,How much other fuel was there before cooking (kg)?,How much LPG was there after cooking (kg)?,How much kerosene was there after cooking (Litre)?,How much charcoal was there after cooking (kg)?,How much firewood was there after cooking (kg)?,How much other fuel was there after cooking (kg)?,How long did it take to start the CHARCOAL fire? (mins),How long did it take to start the WOOD fire? (mins),Was any Charcoal saved for later?,Was any Firewood saved for later?,7. Gender of the cook:,8. Reason for cooking,8. Reason for cooking/Breakfast,8. Reason for cooking/Lunch,8. Reason for cooking/Supper,8. Reason for cooking/Snack,8. Reason for cooking/Food for baby,8. Reason for cooking/Water heating,8. Reason for cooking/Other,Please specify:.1,9. Adults:,10. Children:,11. Did any food not require cooking?,Please specify:.2,12. How many dishes were cooked?,13. How many times was water heated?,1a) Which dish was prepared?,Please specify:.3,1b) What was used?,Please specify:.4,1c) What was used?,1c) What was used?/Sufuria big,1c) What was used?/Sufuria medium,1c) What was used?/Sufuria small,1c) What was used?/Frying pan,1c) What was used?/Kettle,1e) Was a lid used?,1f) Fresh or reheated?,1g) Saving for later?,What time did you start cooking dish 1?,What was the meter reading before cooking?,What time did you finish cooking dish 1?,What was the meter reading after cooking?,2a) Which dish was prepared?,Please specify:.6,2b) What was used?,Please specify:.7,2c) What was used?,2c) What was used?/Sufuria big,2c) What was used?/Sufuria medium,2c) What was used?/Sufuria small,2c) What was used?/Frying pan,2c) What was used?/Kettle,2e) Was a lid used?,2f) Fresh or reheated?,2g) Saving for later?,What time did you start cooking dish 2?,What was the meter reading before cooking?.1,What time did you finish cooking dish 2?,What was the meter reading after cooking?.1,3a) Which dish was prepared?,Please specify:.9,3b) What was used?,3c) What was used?,3c) What was used?/Sufuria big,3c) What was used?/Sufuria medium,3c) What was used?/Sufuria small,3c) What was used?/Frying pan,3c) What was used?/Kettle,3e) Was a lid used?,3f) Fresh or reheated?,3g) Saving for later?,What time did you start cooking dish 3?,What was the meter reading before cooking?.2,What time did you finish cooking dish 3?,What was the meter reading after cooking?.2,4a) Which dish was prepared?,Please specify:.12,4b) What was used?,4c) What was used?,4c) What was used?/Sufuria big,4c) What was used?/Sufuria medium,4c) What was used?/Sufuria small,4c) What was used?/Kettle,4e) Was a lid used?,4f) Fresh or reheated?,4g) Saving for later?,What time did you start cooking dish 4?,What was the meter reading before cooking?.3,What time did you finish cooking dish 4?,What was the meter reading after cooking?.3,5a) Which dish was prepared?,Please specify:.15,5b) What was used?,5c) What was used?,5c) What was used?/Sufuria big,5c) What was used?/Sufuria medium,5c) What was used?/Sufuria small,5c) What was used?/Kettle,5e) Was a lid used?,5f) Fresh or reheated?,5g) Saving for later?,What time did you start cooking dish 5?,What time did you finish cooking dish 5?,6a) Why was the water heated?,Please specify:.18,6b) What was used?,6c) What was used?,6c) What was used?/Sufuria big,6c) What was used?/Sufuria medium,6c) What was used?/Sufuria small,6c) What was used?/Frying pan,6c) What was used?/Kettle,6d) Was a lid used?,6e) How cold was the water/milk before heating?,6f) Saving for later (thermos)?,What time did you start heating the water 1?,What was the meter reading before cooking?.5,What time did you finish heating the water 1?,What was the meter reading after cooking?.5,7a) Why was the water heated?,Please specify:.21,7b) What was used?,7c) What was used?,7c) What was used?/Sufuria big,7c) What was used?/Sufuria medium,7c) What was used?/Frying pan,7c) What was used?/Kettle,7c) What was used?/Other,Please specify:.23,7d) Was a lid used?,7e) How cold was the water/milk before heating?,7f) Saving for later (thermos)?,What time did you start heating the water 2?,What was the meter reading before cooking?.6,What time did you finish heating the water 2?,What was the meter reading after cooking?.6
1468,Post EPC,772121293,0,Charcoal,0,0,0,1,0,0,0,11:45:00.000+03,0,0,0,0,0,0,0,0,0,0,2,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,4,3,No,0,2,0,Other,Posho,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,11:50:00.000+03,0,12:10:00.000+03,0,Other,Greens,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,12:50:00.000+03,0,13:15:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,Post EPC,772121293,0,Charcoal,0,0,0,1,0,0,0,08:55:00.000+03,0,0,0,0,0,0,0,0,0,0,2,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,4,3,No,0,2,0,Beans,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,09:00:00.000+03,0,12:00:00.000+03,0,Sweet potatoes/cassava/taro root,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Fresh,None,12:00:00.000+03,0,12:30:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,10:00:00.000+03:00,0,0,10,0,0,0,0,5.5,0,0,7,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,1,No,0,3,0,Beef/Goat,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,10:45:00.000+03:00,0,12:15:00.000+03:00,0,Rice,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,12:25:00.000+03:00,0,12:55:00.000+03:00,0,Pumpkin,0,Charcoal stove,Sufuria small,0,0,1,0,0,Yes,Fresh,None,13:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,11:00:00.000+03:00,0,0,5.5,0,0,0,0,3,0,0,5,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,3,0,Other,Cow peas,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,11:30:00.000+03:00,0,12:15:00.000+03:00,0,Rice,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,12:25:00.000+03:00,0,12:55:00.000+03:00,0,Other,Cabbage,Charcoal stove,Sufuria small,0,0,1,0,0,No,Fresh,None,13:00:00.000+03:00,0,13:15:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,09:15:00.000+03:00,0,0,13,0,0,0,0,8,0,0,8,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,3,0,Duck/chicken stew,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,10:15:00.000+03:00,0,11:00:00.000+03:00,0,Sweet potatoes/cassava/taro root,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,11:10:00.000+03:00,0,11:35:00.000+03:00,0,Rice,0,Charcoal stove,Sufuria small,0,0,1,0,0,Yes,Fresh,None,11:45:00.000+03:00,0,12:15:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,11:00:00.000+03:00,0,0,8,0,0,0,0,6.5,0,0,10,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,3,0,Other,Liver,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,11:30:00.000+03:00,0,12:00:00.000+03:00,0,Rice,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,12:10:00.000+03:00,0,12:40:00.000+03:00,0,Other,Irish Potatoes,Charcoal stove,Sufuria small,0,0,1,0,0,Yes,Fresh,None,12:45:00.000+03:00,0,13:05:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,09:00:00.000+03:00,0,0,6.5,0,0,0,0,5.5,0,0,5,0,Yes,0,Female,Lunch Supper,0,1,1,0,0,0,0,0,1,0,No,0,1,0,Other,Katoogo (Matooke and G.nut sauce),Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,Leftovers,10:00:00.000+03:00,0,10:25:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,17:00:00.000+03:00,0,0,4.5,0,0,0,0,2,0,0,10,0,Yes,0,Female,Supper,0,0,1,0,0,0,0,0,1,0,No,0,3,0,Fried fish,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,17:30:00.000+03:00,0,17:50:00.000+03:00,0,Pumpkin,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,18:00:00.000+03:00,0,18:30:00.000+03:00,0,Sweet potatoes/cassava/taro root,0,Charcoal stove,Sufuria small,0,0,1,0,0,Yes,Fresh,None,18:00:00.000+03:00,0,18:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,18:45:00.000+03:00,0,0,4.5,0,0,0,0,4,0,0,5,0,Yes,0,Female,Supper,0,0,1,0,0,0,0,0,1,0,No,0,1,0,Fried potatoes,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,No,Fresh,None,19:15:00.000+03:00,0,19:40:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03:00,0,0,9,0,0,0,0,3,0,0,10,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,3,0,Beans,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,09:00:00.000+03:00,0,12:00:00.000+03:00,0,Other,Yams,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,12:05:00.000+03:00,0,12:20:00.000+03:00,0,Ugali,0,Charcoal stove,Sufuria small,0,0,1,0,0,No,Fresh,None,12:30:00.000+03:00,0,13:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,11:30:00.000+03:00,0,0,3,0,0,0,0,1.5,0,0,8,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,2,0,Other,Egg Plants,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,11:45:00.000+03:00,0,12:00:00.000+03:00,0,Rice,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,12:10:00.000+03:00,0,12:40:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,11:15:00.000+03:00,0,0,3.5,0,0,0,0,1,0,0,10,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Other,Pillau,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,11:30:00.000+03:00,0,13:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03:00,0,0,10,0,0,0,0,4,0,0,10,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,2,1,Beans,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,09:00:00.000+03:00,0,12:00:00.000+03:00,0,Ugali,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,No,Fresh,None,12:15:00.000+03:00,0,12:45:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,Preparing Ugali,Charcoal stove,Sufuria small,0,0,1,0,0,Yes,Fresh,None,12:00:00.000+03:00,0,12:15:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,08:00:00.000+03:00,0,0,7,0,0,0,0,2,0,0,10,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Other,Katoogo (Offals and Matooke),Charcoal stove,0,Sufuria medium,0,1,0,0,0,Yes,Fresh,None,09:00:00.000+03:00,0,12:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,11:30:00.000+03:00,0,0,5.5,0,0,0,0,5,0,0,5,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Other,Katoogo (Matooke and G.nuts),Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,12:00:00.000+03:00,0,12:25:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,10:30:00.000+03:00,0,0,6.5,0,0,0,0,3,0,0,10,0,Yes,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,3,1,Other,Cow Peas,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,11:00:00.000+03:00,0,11:45:00.000+03:00,0,Sweet potatoes/cassava/taro root,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,11:50:00.000+03:00,0,12:15:00.000+03:00,0,Ugali,0,Charcoal stove,Sufuria small,0,0,1,0,0,No,Fresh,None,12:30:00.000+03:00,0,13:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,To Prepare Ugali,Charcoal stove,Sufuria small,0,0,1,0,0,No,Fresh,None,12:15:00.000+03:00,0,12:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,Pre EPC,706630129,Yes,Charcoal,0,0,0,1,0,0,0,10:00:00.000+03:00,0,0,3.5,0,0,0,0,1,0,0,5,0,Yes,0,Male,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,2,0,Beans,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,10:30:00.000+03:00,0,11:30:00.000+03:00,0,Rice,0,Charcoal stove,0,Sufuria small,0,0,1,0,0,Yes,Fresh,None,11:35:00.000+03:00,0,12:05:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,12:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Duck/chicken stew,0,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,12:40:00.000+03:00,56,13:00:00.000+03:00,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,12:45:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Rice,0,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,12:50:00.000+03:00,57,13:10:00.000+03:00,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,12:30:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Beans,0,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,12:40:00.000+03:00,60,13:20:00.000+03:00,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,13:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Beans,0,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,13:10:00.000+03:00,62.8,13:20:00.000+03:00,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,12:50:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Other,Vegetables ,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,13:00:00.000+03:00,71.8,13:07:00.000+03:00,71.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,13:10:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Sweet potatoes/cassava/taro root,0,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,13:20:00.000+03:00,75.2,13:32:00.000+03:00,75.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,12:06:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Ugali,0,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,12:10:00.000+03:00,74.5,12:23:00.000+03:00,74.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,13:00:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,"Soup (goat, beef, fish)",0,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,13:15:00.000+03:00,77,13:40:00.000+03:00,77.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,13:18:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Breakfast,1,0,0,0,0,0,0,0,1,0,No,0,1,0,Porridge,0,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,13:20:00.000+03:00,78.6,13:28:00.000+03:00,78.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,Post EPC,706630129,Yes,Electricity,1,0,0,0,0,0,0,13:20:00.000+03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,Lunch,0,1,0,0,0,0,0,0,1,0,No,0,1,0,Pumpkin,0,Electric pressure cooker,0,0,0,0,0,0,0,0,Fresh,None,13:20:00.000+03:00,80.5,13:28:00.000+03:00,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,Post EPC,706630129,0,Charcoal,0,0,0,1,0,0,0,08:55:00.000+03,0,0,0,0,0,0,0,0,0,0,2,0,Yes,0,Female,Breakfast,1,0,0,0,0,0,0,0,4,3,No,0,1,1,Matoke,0,Charcoal stove,0,Sufuria medium,0,1,0,0,0,Sometimes,Reheated,None,09:00:00.000+03,0,09:30:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Still warm,None,09:05:00.000+03,0,09:15:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,Post EPC,706630129,0,Charcoal,0,0,0,1,0,0,0,08:55:00.000+03,0,0,0,0,0,0,0,0,0,0,2,0,Yes,0,Female,Breakfast,1,0,0,0,0,0,0,0,4,3,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tea/coffee/cocoa/milk,0,Charcoal stove,Sufuria medium,0,1,0,0,0,Sometimes,Still warm,None,09:00:00.000+03,0,09:10:00.000+03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
